1.021976	6.231562	VRYZAS
7.328317	12.837018	VRYZAS
13.048891	14.547302	VRYSIS
15.566442	16.164672	KATERINA
17.124332	19.118432	VRYSIS
20.364745	20.987901	KATERINA
24.352944	28.154197	VRYZAS
29.659841	30.447413	VASILIS
31.471725	32.285224	KATERINA
33.376247	37.601246	VASILIS
40.290000	40.854120	VASILIS
41.200000	43.944975	VRYSIS
45.016803	48.182439	VASILIS
48.805595	49.790182	VASILIS
50.164074	51.235900	VASILIS
51.971227	54.750000	KATERINA
55.996816	56.445491	VASILIS
57.617022	58.202788	KATERINA
60.034868	61.268717	KATERINA
63.250357	65.129224	VASILIS
65.536000	66.560000	VASILIS
68.484869	73.860000	VRYZAS
74.953227	76.249392	VASILIS
76.673138	77.595409	VASILIS
77.775000	78.118860	VASILIS
78.467828	78.941427	VASILIS
79.305000	80.137886	VASILIS
80.723657	84.450131	VASILIS
85.260234	87.615761	VASILIS
88.425864	89.846660	VASILIS
92.252047	97.685965	VRYZAS
99.567897	103.129489	VRYSIS
103.449958	104.399041	VRYSIS
104.702704	105.500344	VRYSIS
106.285525	109.463622	VRYSIS
110.093534	110.971655	KATERINA
112.180578	117.963473	VRYSIS
118.575000	121.433217	VRYSIS
124.687213	128.307866	VRYZAS
129.531230	138.602407	KATERINA
139.416476	140.471876	KATERINA
140.640000	141.870000	VRYSIS
141.992377	142.740164	KATERINA
142.802480	143.463025	VRYSIS
143.550267	147.912361	KATERINA
149.622190	151.728458	KATERINA
154.293647	155.550873	VASILIS
156.910737	159.480000	VRYSIS
159.652617	160.320000	VRYZAS
160.587358	168.264643	VRYZAS
172.338534	173.866926	VRYSIS
174.162744	175.360000	VRYSIS
175.744000	176.541612	VRYSIS
176.820000	180.030000	KATERINA
180.175238	180.964717	VRYSIS
181.034376	181.903311	KATERINA
182.322386	182.656000	KATERINA
183.074256	184.704000	KATERINA
185.208163	190.075278	VRYZAS
190.592000	191.744000	VRYZAS
192.128000	193.464857	VRYZAS
193.809978	195.484107	VRYSIS
196.082328	196.792726	VRYSIS
197.540522	200.391925	VRYZAS
200.774023	204.288000	VRYZAS
204.705935	207.775044	VRYSIS
208.170000	208.800000	VRYSIS
209.143682	213.256512	VRYZAS
214.415583	216.026848	KATERINA
216.733724	217.955110	VRYZAS
218.461463	219.630000	VRYZAS
220.290000	221.868531	VRYZAS
221.868531	222.878044	VRYSIS
223.762926	224.211598	KATERINA
224.809828	225.582542	VRYSIS
226.130919	227.514326	VRYSIS
227.514326	228.573692	KATERINA
228.573692	229.410000	VASILIS
232.748838	233.459247	VASILIS
234.693085	237.422521	VRYZAS
238.020000	239.204736	VRYZAS
239.865282	240.949574	VASILIS
241.230000	244.020000	VASILIS
246.346106	248.028628	KATERINA
248.763952	249.960412	VASILIS
252.091606	253.674423	KATERINA
254.130000	254.760000	KATERINA
255.045367	255.917785	VASILIS
258.011590	258.373021	VRYZAS
258.778968	258.778968	v
258.840000	261.164761	VRYZAS
261.663286	264.716751	VRYZAS
265.850895	268.355983	VASILIS
269.315644	269.991837	VRYSIS
270.973239	273.328769	VRYZAS
273.780000	275.460000	VRYZAS
275.850000	276.369772	VRYZAS
276.469489	280.058856	VRYSIS
280.669562	281.392424	VRYZAS
281.517055	286.003780	VRYSIS
287.237629	292.297644	VRYSIS
292.620000	293.760000	VRYSIS
294.090000	294.900000	VRYSIS
295.936876	296.547569	VRYSIS
297.642034	299.401625	VASILIS
300.450000	301.794544	VASILIS
302.766668	304.312095	VASILIS
305.732891	306.692552	VASILIS
307.602374	310.194690	VASILIS
310.500000	311.441002	VASILIS
312.537757	317.050365	VRYSIS
317.772284	318.420352	VASILIS
318.930000	320.760000	VASILIS
321.240000	323.143876	VASILIS
323.418064	331.045496	VRYSIS
331.780820	334.285924	VASILIS
335.719168	336.853312	VASILIS
337.451542	338.884801	VASILIS
339.158990	339.831998	VRYSIS
340.505007	342.723443	VASILIS
343.937524	348.468943	VRYSIS
349.230000	352.230000	VRYSIS
353.267246	355.277207	KATERINA
356.881568	359.773013	VRYZAS
360.002177	360.768435	VRYSIS
361.978969	368.160679	VRYZAS
368.509646	371.475870	VRYZAS
371.475870	372.223674	VRYSIS
372.223674	373.220724	VRYZAS
373.330431	378.554924	VRYSIS
378.810000	381.180000	VRYSIS
382.069525	384.973433	KATERINA
385.496884	391.367016	VRYSIS
392.713033	393.647891	VASILIS
393.921956	394.358165	VRYSIS
394.694670	401.611703	VRYSIS
402.210000	403.380000	VRYSIS
403.742898	409.413619	VRYSIS
410.100000	410.610000	VRYSIS
411.407738	417.838710	VRYZAS
418.212584	421.452997	VRYZAS
421.652407	422.562215	VRYSIS
423.060000	423.870000	VRYSIS
425.229323	428.644219	VRYZAS
430.364150	432.059135	VRYSIS
433.861224	436.408163	VRYZAS
436.770196	437.941730	VRYSIS
438.328086	439.237500	VRYZAS
439.237500	439.736399	VRYSIS
439.736399	440.730000	VASILIS
441.150000	441.468773	KATERINA
441.468773	441.929909	VRYSIS
442.260000	442.715086	VRYZAS
442.715086	443.088980	KATERINA
